,ID,Date,Block,Primary_Type,Description,Location_Description,Arrest,Year,Latitude,Longitude,dt,Month,Hour,Night,Season
130,10847565,02/12/2017 07:00:00 PM,052XX S BLACKSTONE AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.80062644,-87.590467932,2017-02-12 19:00:00,2,19,Yes,Winter
131,10847712,02/07/2017 07:00:00 AM,055XX S HYDE PARK BLVD,BATTERY,SIMPLE,DAY CARE CENTER,False,2017,41.794332498,-87.583928685,2017-02-07 07:00:00,2,7,No,Winter
132,10847803,02/12/2017 11:30:00 PM,053XX S CORNELL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),False,2017,41.7990904,-87.585508937,2017-02-12 23:30:00,2,23,Yes,Winter
133,10847886,02/12/2017 12:00:00 PM,016XX E MUSEUM DR,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,2017,41.791710871,-87.585063,2017-02-12 12:00:00,2,12,No,Winter
134,10847890,01/30/2017 12:01:00 AM,058XX S MARYLAND AVE,NARCOTICS,ALTER/FORGE PRESCRIPTION,OTHER,True,2017,41.788699253,-87.604954085,2017-01-30 00:01:00,1,0,Yes,Winter
135,12246004,12/04/2020 05:40:00 PM,058XX S BLACKSTONE AVE,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,2020,41.789170084,-87.590200525,2020-12-04 17:40:00,12,17,Yes,Winter
136,12014290,03/20/2020 10:11:00 PM,054XX S EAST VIEW PARK,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,2020,41.797348911,-87.582316581,2020-03-20 22:11:00,3,22,Yes,Spring
137,12242972,12/11/2020 08:58:00 PM,052XX S HYDE PARK BLVD,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,2020,41.800633823,-87.584420069,2020-12-11 20:58:00,12,20,Yes,Winter
138,12016614,03/16/2020 04:00:00 PM,051XX S HYDE PARK BLVD,CRIMINAL TRESPASS,TO LAND,RESIDENCE - PORCH / HALLWAY,False,2020,41.801442754,-87.5847444,2020-03-16 16:00:00,3,16,No,Spring
139,11862262,10/16/2019 02:45:00 AM,052XX S LAKE PARK AVE,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,2019,41.800439208,-87.587407706,2019-10-16 02:45:00,10,2,Yes,Autumn
140,11862748,10/16/2019 03:10:00 PM,008XX E 53RD ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2019,41.798628606,-87.605472453,2019-10-16 15:10:00,10,15,No,Autumn
141,11863234,10/16/2019 08:00:00 AM,016XX E 55TH ST,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,2019,41.795186149,-87.587329266,2019-10-16 08:00:00,10,8,No,Autumn
142,10801762,01/01/2017 03:00:00 PM,054XX S UNIVERSITY AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.796210641,-87.598106554,2017-01-01 15:00:00,1,15,No,Winter
143,10802435,01/01/2017 08:00:00 PM,054XX S BLACKSTONE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2017,41.79738493,-87.590388013,2017-01-01 20:00:00,1,20,Yes,Winter
144,11862481,10/16/2019 05:00:00 AM,053XX S GREENWOOD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2019,41.798800626,-87.599727297,2019-10-16 05:00:00,10,5,No,Autumn
145,10802755,01/02/2017 06:00:00 PM,054XX S HARPER AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,2017,41.797277431,-87.589043337,2017-01-02 18:00:00,1,18,Yes,Winter
146,10804071,01/03/2017 02:30:00 PM,054XX S ELLIS AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,2017,41.797572754,-87.601263259,2017-01-03 14:30:00,1,14,No,Winter
147,10805103,01/04/2017 01:30:00 PM,013XX E 53RD ST,THEFT,RETAIL THEFT,CONVENIENCE STORE,True,2017,41.799490663,-87.593499384,2017-01-04 13:30:00,1,13,No,Winter
148,10805264,01/04/2017 02:45:00 PM,053XX S CORNELL AVE,THEFT,FROM BUILDING,APARTMENT,False,2017,41.798999821,-87.585506323,2017-01-04 14:45:00,1,14,No,Winter
149,10805290,01/04/2017 02:00:00 PM,016XX E 53RD ST,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,2017,41.79959545,-87.585103309,2017-01-04 14:00:00,1,14,No,Winter
150,10806510,01/04/2017 11:20:00 PM,052XX S DREXEL AVE,CRIMINAL TRESPASS,TO LAND,APARTMENT,False,2017,41.799875696,-87.603928993,2017-01-04 23:20:00,1,23,Yes,Winter
151,10806814,01/06/2017 04:15:00 AM,058XX S MARYLAND AVE,THEFT,$500 AND UNDER,HOSPITAL BUILDING/GROUNDS,False,2017,41.788699253,-87.604954085,2017-01-06 04:15:00,1,4,Yes,Winter
152,10807455,01/06/2017 02:30:00 AM,010XX E 53RD ST,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,2017,41.799408623,-87.600824272,2017-01-06 02:30:00,1,2,Yes,Winter
153,10807547,01/03/2017 03:00:00 PM,054XX S INGLESIDE AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.796039942,-87.602751283,2017-01-03 15:00:00,1,15,No,Winter
154,10807550,01/06/2017 01:00:00 PM,058XX S HARPER AVE,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,2017,41.789142923,-87.588972431,2017-01-06 13:00:00,1,13,No,Winter
155,10808537,01/07/2017 05:08:00 PM,014XX E 53RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2017,41.799535611,-87.589835054,2017-01-07 17:08:00,1,17,Yes,Winter
156,10808704,01/06/2017 09:00:00 PM,052XX S CORNELL AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.80061868,-87.585887262,2017-01-06 21:00:00,1,21,Yes,Winter
157,10808708,01/07/2017 09:25:00 PM,053XX S MARYLAND AVE,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,False,2017,41.797767361,-87.605111794,2017-01-07 21:25:00,1,21,Yes,Winter
158,10809017,01/08/2017 01:00:00 AM,052XX S DREXEL AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.800037644,-87.603934492,2017-01-08 01:00:00,1,1,Yes,Winter
159,10810308,01/09/2017 05:35:00 PM,015XX E 55TH ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,2017,41.795190552,-87.588007653,2017-01-09 17:35:00,1,17,Yes,Winter
160,10810393,01/09/2017 05:30:00 PM,015XX E 53RD ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,False,2017,41.799562177,-87.587582914,2017-01-09 17:30:00,1,17,Yes,Winter
161,10810474,01/09/2017 05:20:00 PM,053XX S GREENWOOD AVE,BURGLARY,HOME INVASION,RESIDENCE,False,2017,41.799025687,-87.599732065,2017-01-09 17:20:00,1,17,Yes,Winter
162,10810841,01/08/2017 09:50:00 AM,052XX S DREXEL AVE,ASSAULT,SIMPLE,APARTMENT,False,2017,41.799875696,-87.603928993,2017-01-08 09:50:00,1,9,No,Winter
163,10810842,01/09/2017 09:00:00 AM,053XX S DREXEL AVE,BATTERY,SIMPLE,STREET,False,2017,41.798462192,-87.603897346,2017-01-09 09:00:00,1,9,No,Winter
164,10811432,01/10/2017 01:55:00 PM,015XX E 53RD ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,2017,41.799562177,-87.587582914,2017-01-10 13:55:00,1,13,No,Winter
165,10811456,01/08/2017 03:06:00 PM,051XX S UNIVERSITY AVE,ASSAULT,SIMPLE,RESIDENCE,False,2017,41.80191408,-87.59823574,2017-01-08 15:06:00,1,15,No,Winter
166,10811609,01/10/2017 03:58:00 PM,015XX E 53RD ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,2017,41.799562177,-87.587582914,2017-01-10 15:58:00,1,15,No,Winter
167,10811912,01/11/2017 12:01:00 AM,051XX S UNIVERSITY AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,2017,41.80191408,-87.59823574,2017-01-11 00:01:00,1,0,Yes,Winter
168,10811923,01/10/2017 10:00:00 PM,016XX E 55TH ST,BATTERY,SIMPLE,APARTMENT,False,2017,41.795197252,-87.58650401,2017-01-10 22:00:00,1,22,Yes,Winter
169,10812766,01/11/2017 02:14:00 PM,015XX E 55TH ST,THEFT,RETAIL THEFT,DRUG STORE,True,2017,41.795190552,-87.588007653,2017-01-11 14:14:00,1,14,No,Winter
170,10814037,01/10/2017 09:22:00 PM,013XX E 52ND ST,THEFT,ATTEMPT THEFT,APARTMENT,False,2017,41.800949697,-87.594208778,2017-01-10 21:22:00,1,21,Yes,Winter
171,10814417,01/12/2017 08:30:00 PM,051XX S HYDE PARK BLVD,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,True,2017,41.801307936,-87.584690956,2017-01-12 20:30:00,1,20,Yes,Winter
172,10814928,01/12/2017 04:07:00 PM,055XX S EVERETT AVE,THEFT,FROM BUILDING,APARTMENT,False,2017,41.794534621,-87.582521795,2017-01-12 16:07:00,1,16,No,Winter
173,10815211,01/13/2017 01:45:00 PM,015XX E 55TH ST,THEFT,RETAIL THEFT,DRUG STORE,True,2017,41.795190552,-87.588007653,2017-01-13 13:45:00,1,13,No,Winter
174,10815365,01/10/2017 07:00:00 PM,054XX S CORNELL AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,2017,41.795837911,-87.585429397,2017-01-10 19:00:00,1,19,Yes,Winter
175,10815373,01/13/2017 05:00:00 PM,052XX S HARPER AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2017,41.800233416,-87.589104487,2017-01-13 17:00:00,1,17,Yes,Winter
176,10816050,01/13/2017 12:00:00 PM,057XX S MARYLAND AVE,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,False,2017,41.790894592,-87.604940233,2017-01-13 12:00:00,1,12,No,Winter
177,10816194,01/08/2017 10:00:00 PM,056XX S DORCHESTER AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.792851162,-87.591628512,2017-01-08 22:00:00,1,22,Yes,Winter
178,10816224,01/14/2017 04:45:00 PM,014XX E 53RD ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,2017,41.799531571,-87.590058817,2017-01-14 16:45:00,1,16,No,Winter
179,10816982,01/15/2017 05:30:00 PM,015XX E 55TH ST,THEFT,FROM BUILDING,GROCERY FOOD STORE,False,2017,41.795191528,-87.588157998,2017-01-15 17:30:00,1,17,Yes,Winter
180,10817246,01/14/2017 09:30:00 PM,055XX S KIMBARK AVE,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,2017,41.794178533,-87.594902665,2017-01-14 21:30:00,1,21,Yes,Winter
181,10817305,01/15/2017 02:04:00 AM,054XX S LAKE PARK AVE,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,2017,41.797364657,-87.587259993,2017-01-15 02:04:00,1,2,Yes,Winter
182,10817326,01/15/2017 07:00:00 PM,053XX S KIMBARK AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,2017,41.798852734,-87.595010373,2017-01-15 19:00:00,1,19,Yes,Winter
183,10817721,01/16/2017 02:45:00 PM,015XX E 53RD ST,ASSAULT,SIMPLE,RESTAURANT,False,2017,41.799548798,-87.588481602,2017-01-16 14:45:00,1,14,No,Winter
184,10817881,01/16/2017 03:00:00 AM,058XX S MARYLAND AVE,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,False,2017,41.788940779,-87.604958685,2017-01-16 03:00:00,1,3,Yes,Winter
185,10817882,01/16/2017 04:50:00 PM,015XX E 55TH ST,BATTERY,SIMPLE,SIDEWALK,False,2017,41.795190552,-87.588007653,2017-01-16 16:50:00,1,16,No,Winter
186,10817883,01/16/2017 02:30:00 PM,051XX S KENWOOD AVE,THEFT,OVER $500,STREET,False,2017,41.801968515,-87.593463546,2017-01-16 14:30:00,1,14,No,Winter
187,10818942,01/17/2017 08:00:00 AM,008XX E 55TH ST,THEFT,$500 AND UNDER,STREET,False,2017,41.794972,-87.605279126,2017-01-17 08:00:00,1,8,No,Winter
188,10818981,01/17/2017 11:00:00 AM,009XX E 54TH ST,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,2017,41.797922443,-87.602308153,2017-01-17 11:00:00,1,11,No,Winter
189,10819015,01/17/2017 04:00:00 PM,052XX S LAKE PARK AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,2017,41.800455673,-87.587407515,2017-01-17 16:00:00,1,16,No,Winter
190,10819057,01/17/2017 05:55:00 PM,053XX S KIMBARK AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,2017,41.798852734,-87.595010373,2017-01-17 17:55:00,1,17,Yes,Winter
191,10819066,01/17/2017 09:30:00 AM,053XX S HARPER AVE,THEFT,FROM BUILDING,RESIDENCE,False,2017,41.799058715,-87.589081404,2017-01-17 09:30:00,1,9,No,Winter
192,10820065,01/18/2017 10:00:00 AM,010XX E 52ND ST,THEFT,$500 AND UNDER,STREET,False,2017,41.800878865,-87.600715839,2017-01-18 10:00:00,1,10,No,Winter
193,10820319,01/18/2017 05:00:00 PM,053XX S DORCHESTER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,2017,41.798977312,-87.591770586,2017-01-18 17:00:00,1,17,Yes,Winter
194,10820528,01/18/2017 10:30:00 AM,053XX S WOODLAWN AVE,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,False,2017,41.798758819,-87.596625123,2017-01-18 10:30:00,1,10,No,Winter
195,10820728,01/18/2017 06:00:00 AM,056XX S MARYLAND AVE,THEFT,OVER $500,STREET,False,2017,41.792195498,-87.604958508,2017-01-18 06:00:00,1,6,No,Winter
196,10820952,01/18/2017 07:00:00 AM,011XX E 55TH ST,THEFT,OVER $500,STREET,False,2017,41.795058262,-87.597283597,2017-01-18 07:00:00,1,7,No,Winter
197,10850820,02/15/2017 07:20:00 AM,056XX S EVERETT DR,THEFT,$500 AND UNDER,STREET,False,2017,41.793250072,-87.582067395,2017-02-15 07:20:00,2,7,No,Winter
198,10850821,02/15/2017 07:20:00 AM,056XX S EVERETT DR,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,2017,41.793250072,-87.582067395,2017-02-15 07:20:00,2,7,No,Winter
199,10851046,02/15/2017 09:15:00 PM,053XX S COTTAGE GROVE AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,2017,41.797936811,-87.606301777,2017-02-15 21:15:00,2,21,Yes,Winter
200,10851185,02/16/2017 12:40:00 AM,053XX S SHORE DR,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2017,41.799275367,-87.582312425,2017-02-16 00:40:00,2,0,Yes,Winter
201,10851345,02/12/2017 11:00:00 AM,013XX E 52ND ST,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,2017,41.800967595,-87.592726877,2017-02-12 11:00:00,2,11,No,Winter
202,10852261,02/15/2017 09:00:00 PM,054XX S BLACKSTONE AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.796114139,-87.590358683,2017-02-15 21:00:00,2,21,Yes,Winter
203,10852990,02/12/2017 06:30:00 PM,056XX S BLACKSTONE AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.792883674,-87.590289646,2017-02-12 18:30:00,2,18,Yes,Winter
204,10853073,02/17/2017 05:30:00 PM,016XX E 55TH ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,2017,41.795216411,-87.584809526,2017-02-17 17:30:00,2,17,Yes,Winter
205,10853157,02/17/2017 04:50:00 PM,052XX S DREXEL AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2017,41.799126422,-87.603915485,2017-02-17 16:50:00,2,16,No,Winter
206,10853195,02/17/2017 06:40:00 PM,015XX E 53RD ST,ASSAULT,SIMPLE,OTHER,False,2017,41.799544997,-87.588742037,2017-02-17 18:40:00,2,18,Yes,Winter
207,10853603,01/05/2017 09:00:00 AM,008XX E DREXEL SQUARE DR,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,2017,41.801393988,-87.605771241,2017-01-05 09:00:00,1,9,No,Winter
208,10853668,02/18/2017 12:15:00 AM,053XX S GREENWOOD AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,2017,41.798828067,-87.599726984,2017-02-18 00:15:00,2,0,Yes,Winter
209,10854081,02/17/2017 11:30:00 PM,053XX S KIMBARK AVE,THEFT,OVER $500,APARTMENT,False,2017,41.79883627,-87.595010562,2017-02-17 23:30:00,2,23,Yes,Winter
210,10854087,02/13/2017 05:27:00 PM,051XX S BLACKSTONE AVE,BATTERY,SIMPLE,STREET,False,2017,41.802031713,-87.59049938,2017-02-13 17:27:00,2,17,Yes,Winter
211,10854178,02/03/2017 07:29:00 AM,051XX S CORNELL AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,2017,41.802137533,-87.58650411,2017-02-03 07:29:00,2,7,No,Winter
212,10854574,02/18/2017 10:15:00 PM,054XX S INGLESIDE AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.797365637,-87.602783902,2017-02-18 22:15:00,2,22,Yes,Winter
213,10854595,02/18/2017 04:30:00 PM,053XX S ELLIS AVE,THEFT,OVER $500,STREET,False,2017,41.798827056,-87.601289325,2017-02-18 16:30:00,2,16,No,Winter
214,10854997,02/19/2017 02:00:00 AM,052XX S WOODLAWN AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,2017,41.800482475,-87.59666406,2017-02-19 02:00:00,2,2,Yes,Winter
215,10855191,02/20/2017 12:20:00 AM,053XX S MARYLAND AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,2017,41.797805778,-87.605111359,2017-02-20 00:20:00,2,0,Yes,Winter
216,10855527,02/20/2017 10:10:00 AM,052XX S HYDE PARK BLVD,PUBLIC PEACE VIOLATION,BOMB THREAT,OTHER,False,2017,41.800903483,-87.584530624,2017-02-20 10:10:00,2,10,No,Winter
217,10855746,02/19/2017 10:35:00 PM,055XX S HYDE PARK BLVD,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,2017,41.794406612,-87.583931489,2017-02-19 22:35:00,2,22,Yes,Winter
218,10855905,02/20/2017 02:30:00 PM,055XX S LAKE SHORE DR SB,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESTAURANT,False,2017,41.794796582,-87.579361271,2017-02-20 14:30:00,2,14,No,Winter
219,10855995,02/12/2017 09:00:00 PM,053XX S GREENWOOD AVE,THEFT,OVER $500,OTHER,False,2017,41.798784161,-87.599727485,2017-02-12 21:00:00,2,21,Yes,Winter
220,10855998,02/17/2017 09:40:00 PM,015XX E 55TH ST,BATTERY,SIMPLE,SMALL RETAIL STORE,False,2017,41.795190552,-87.588007653,2017-02-17 21:40:00,2,21,Yes,Winter
221,10856017,02/20/2017 06:15:00 PM,051XX S BLACKSTONE AVE,THEFT,$500 AND UNDER,APARTMENT,False,2017,41.801943879,-87.590496726,2017-02-20 18:15:00,2,18,Yes,Winter
222,10856361,02/20/2017 02:00:00 PM,056XX S BLACKSTONE AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,2017,41.792864442,-87.590286201,2017-02-20 14:00:00,2,14,No,Winter
223,10858772,02/23/2017 09:00:00 AM,015XX E 55TH ST,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,DRUG STORE,False,2017,41.795190552,-87.588007653,2017-02-23 09:00:00,2,9,No,Winter
224,10858935,02/19/2017 12:00:00 PM,013XX E 57TH ST,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,False,2017,41.791472109,-87.593961968,2017-02-19 12:00:00,2,12,No,Winter
225,10858945,02/23/2017 02:45:00 PM,057XX S MARYLAND AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,HOSPITAL BUILDING/GROUNDS,False,2017,41.790707994,-87.604942346,2017-02-23 14:45:00,2,14,No,Winter
226,10859042,02/23/2017 04:13:00 PM,013XX E 53RD ST,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,2017,41.799490663,-87.593499384,2017-02-23 16:13:00,2,16,No,Winter
227,10859185,02/21/2017 05:00:00 PM,053XX S SHORE DR,THEFT,OVER $500,STREET,False,2017,41.799275367,-87.582312425,2017-02-21 17:00:00,2,17,Yes,Winter
228,10859281,02/23/2017 09:00:00 PM,008XX E DREXEL SQUARE DR,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,2017,41.801393686,-87.605723566,2017-02-23 21:00:00,2,21,Yes,Winter
229,10859308,02/23/2017 12:52:00 AM,055XX S SHORE DR,THEFT,OVER $500,SIDEWALK,False,2017,41.794737795,-87.580440118,2017-02-23 00:52:00,2,0,Yes,Winter
230,10859392,02/24/2017 01:37:00 AM,052XX S HARPER AVE,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,VEHICLE - OTHER RIDE SERVICE,False,2017,41.800175766,-87.589101486,2017-02-24 01:37:00,2,1,Yes,Winter
231,10859636,02/23/2017 06:00:00 PM,052XX S DREXEL AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.799184048,-87.603914832,2017-02-23 18:00:00,2,18,Yes,Winter
232,10860592,02/13/2017 12:00:00 AM,054XX S HARPER AVE,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,True,2017,41.797680905,-87.589053338,2017-02-13 00:00:00,2,0,Yes,Winter
233,10860752,02/20/2017 11:45:00 PM,055XX S LAKE SHORE DR SB,THEFT,$500 AND UNDER,RESTAURANT,False,2017,41.794796582,-87.579361271,2017-02-20 23:45:00,2,23,Yes,Winter
234,10860753,02/24/2017 08:30:00 AM,054XX S HARPER AVE,BATTERY,SIMPLE,STREET,False,2017,41.79771109,-87.589052989,2017-02-24 08:30:00,2,8,No,Winter
235,10860795,02/24/2017 08:30:00 PM,057XX S BLACKSTONE AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.790591824,-87.590231774,2017-02-24 20:30:00,2,20,Yes,Winter
236,10860837,02/25/2017 10:50:00 AM,012XX E 53RD ST,THEFT,POCKET-PICKING,CONVENIENCE STORE,False,2017,41.799462885,-87.596008257,2017-02-25 10:50:00,2,10,No,Winter
237,10861426,02/25/2017 08:30:00 PM,054XX S KENWOOD AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.796718461,-87.593424917,2017-02-25 20:30:00,2,20,Yes,Winter
238,10861467,02/01/2017 04:00:00 PM,053XX S CORNELL AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,2017,41.799030006,-87.585505972,2017-02-01 16:00:00,2,16,No,Winter
239,10861784,02/25/2017 11:30:00 AM,054XX S HYDE PARK BLVD,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,2017,41.79652277,-87.583980182,2017-02-25 11:30:00,2,11,No,Winter
240,10861955,02/26/2017 08:30:00 PM,008XX E 53RD ST,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,False,2017,41.798638003,-87.604790205,2017-02-26 20:30:00,2,20,Yes,Winter
241,10862645,02/14/2017 08:00:00 PM,054XX S BLACKSTONE AVE,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),False,2017,41.796256878,-87.590364369,2017-02-14 20:00:00,2,20,Yes,Winter
242,10862911,02/27/2017 03:45:00 PM,017XX E 55TH ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,False,2017,41.795249204,-87.581846018,2017-02-27 15:45:00,2,15,No,Winter
243,10863131,02/27/2017 11:45:00 PM,053XX S CORNELL AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2017,41.798895523,-87.585503868,2017-02-27 23:45:00,2,23,Yes,Winter
244,10863560,02/21/2017 08:30:00 AM,015XX E 53RD ST,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,2017,41.799544997,-87.588742037,2017-02-21 08:30:00,2,8,No,Winter
245,10863806,02/28/2017 12:00:00 PM,053XX S KENWOOD AVE,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",False,2017,41.798414583,-87.593449415,2017-02-28 12:00:00,2,12,No,Winter
246,10863893,02/28/2017 02:23:00 PM,058XX S MARYLAND AVE,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,False,2017,41.788699253,-87.604954085,2017-02-28 14:23:00,2,14,No,Winter
247,10864160,02/28/2017 05:00:00 PM,052XX S BERKELEY AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,2017,41.800303926,-87.600498669,2017-02-28 17:00:00,2,17,Yes,Winter
248,10864254,02/28/2017 01:20:00 PM,056XX S KIMBARK AVE,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,2017,41.792553685,-87.594866308,2017-02-28 13:20:00,2,13,No,Winter
249,10864323,03/01/2017 02:20:00 AM,054XX S DREXEL AVE,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,2017,41.796129256,-87.603850455,2017-03-01 02:20:00,3,2,Yes,Spring
250,10864380,02/22/2017 09:00:00 AM,015XX E 53RD ST,DECEPTIVE PRACTICE,BOGUS CHECK,COMMERCIAL / BUSINESS OFFICE,False,2017,41.799544997,-87.588742037,2017-02-22 09:00:00,2,9,No,Winter
251,10865127,03/01/2017 05:00:00 PM,013XX E 57TH ST,THEFT,FROM BUILDING,RESTAURANT,False,2017,41.791471566,-87.593877633,2017-03-01 17:00:00,3,17,Yes,Spring
252,10865209,03/01/2017 01:40:00 PM,054XX S INGLESIDE AVE,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,2017,41.797555002,-87.602785419,2017-03-01 13:40:00,3,13,No,Spring
253,10865216,03/01/2017 03:45:00 PM,014XX E 54TH ST,ASSAULT,SIMPLE,STREET,False,2017,41.798050168,-87.591410868,2017-03-01 15:45:00,3,15,No,Spring
254,10865495,03/01/2017 11:00:00 PM,017XX E 55TH ST,THEFT,OVER $500,STREET,False,2017,41.795253812,-87.581292212,2017-03-01 23:00:00,3,23,Yes,Spring
255,10865787,03/01/2017 07:00:00 PM,052XX S CORNELL AVE,THEFT,$500 AND UNDER,STREET,False,2017,41.80061868,-87.585887262,2017-03-01 19:00:00,3,19,Yes,Spring
256,10866145,03/02/2017 02:00:00 PM,059XX S WOODLAWN AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,2017,41.78686334,-87.596350651,2017-03-02 14:00:00,3,14,No,Spring
257,10866184,03/01/2017 04:00:00 PM,053XX S KENWOOD AVE,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,2017,41.798414583,-87.593449415,2017-03-01 16:00:00,3,16,No,Spring
258,10866585,03/03/2017 12:10:00 AM,051XX S UNIVERSITY AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2017,41.801768597,-87.598230068,2017-03-03 00:10:00,3,0,Yes,Spring
259,10867501,01/25/2017 09:00:00 AM,014XX E 55TH ST,THEFT,$500 AND UNDER,APARTMENT,False,2017,41.795511377,-87.59135947,2017-01-25 09:00:00,1,9,No,Winter
